date,product_id,daily_sales,daily_revenue,product_name,category,year,month,day_of_week,is_weekend,is_holiday_season
2017-09-23,e0d64dcfaa3b6db5c54ca298ae101d05,2,316.0,Designer Watch,watches_gifts,2017,9,5,1,0
2017-09-24,154e7e31ebfa092203795c972e5804a6,2,47.98,Beauty Care Kit,health_beauty,2017,9,6,1,0
2017-09-24,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,9,6,1,0
2017-09-24,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,9,6,1,0
2017-09-24,53b36df67ebb7c41585e8d54d6772e08,2,269.8,Designer Watch,watches_gifts,2017,9,6,1,0
2017-09-24,7c1bd920dbdf22470b68bde975dd3ccf,2,117.98,Beauty Care Kit,health_beauty,2017,9,6,1,0
2017-09-24,e0d64dcfaa3b6db5c54ca298ae101d05,2,316.0,Designer Watch,watches_gifts,2017,9,6,1,0
2017-09-25,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,9,0,0,0
2017-09-25,368c6c730842d78016ad823897a372db,1,59.9,Garden Tool Set,garden_tools,2017,9,0,0,0
2017-09-25,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,9,0,0,0
2017-09-25,53b36df67ebb7c41585e8d54d6772e08,1,134.9,Designer Watch,watches_gifts,2017,9,0,0,0
2017-09-25,7c1bd920dbdf22470b68bde975dd3ccf,2,117.98,Beauty Care Kit,health_beauty,2017,9,0,0,0
2017-09-25,b532349fe46b38fbc7bb3914c1bdae07,3,115.19999999999999,Modern Furniture Piece,furniture_decor,2017,9,0,0,0
2017-09-25,bb50f2e236e5eea0100680137654686c,2,650.0,Beauty Care Kit,health_beauty,2017,9,0,0,0
2017-09-25,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,9,0,0,0
2017-09-25,e0d64dcfaa3b6db5c54ca298ae101d05,3,474.0,Designer Watch,watches_gifts,2017,9,0,0,0
2017-09-26,154e7e31ebfa092203795c972e5804a6,3,71.97,Beauty Care Kit,health_beauty,2017,9,1,0,0
2017-09-26,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,9,1,0,0
2017-09-26,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,9,1,0,0
2017-09-26,422879e10f46682990de24d770e7f83d,2,119.8,Garden Tool Set,garden_tools,2017,9,1,0,0
2017-09-26,53759a2ecddad2bb87a079a1f1519f73,2,119.8,Garden Tool Set,garden_tools,2017,9,1,0,0
2017-09-26,53b36df67ebb7c41585e8d54d6772e08,1,134.9,Designer Watch,watches_gifts,2017,9,1,0,0
2017-09-26,7c1bd920dbdf22470b68bde975dd3ccf,3,176.97,Beauty Care Kit,health_beauty,2017,9,1,0,0
2017-09-27,2b4609f8948be18874494203496bc318,2,179.98,Beauty Care Kit,health_beauty,2017,9,2,0,0
2017-09-27,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,9,2,0,0
2017-09-27,368c6c730842d78016ad823897a372db,3,179.7,Garden Tool Set,garden_tools,2017,9,2,0,0
2017-09-27,53759a2ecddad2bb87a079a1f1519f73,4,239.6,Garden Tool Set,garden_tools,2017,9,2,0,0
2017-09-27,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,9,2,0,0
2017-09-28,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,9,3,0,0
2017-09-28,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,9,3,0,0
2017-09-28,53b36df67ebb7c41585e8d54d6772e08,1,134.9,Designer Watch,watches_gifts,2017,9,3,0,0
2017-09-28,bb50f2e236e5eea0100680137654686c,2,650.0,Beauty Care Kit,health_beauty,2017,9,3,0,0
2017-09-28,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,9,3,0,0
2017-09-29,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,9,4,0,0
2017-09-29,422879e10f46682990de24d770e7f83d,2,119.8,Garden Tool Set,garden_tools,2017,9,4,0,0
2017-09-29,bb50f2e236e5eea0100680137654686c,1,325.0,Beauty Care Kit,health_beauty,2017,9,4,0,0
2017-09-30,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,9,5,1,0
2017-09-30,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,9,5,1,0
2017-09-30,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,9,5,1,0
2017-10-01,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-01,368c6c730842d78016ad823897a372db,3,179.7,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-01,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-01,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-01,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,6,1,0
2017-10-02,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-02,389d119b48cf3043d311335e499d9c6b,3,179.7,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-02,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-02,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-02,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-03,368c6c730842d78016ad823897a372db,2,119.8,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-03,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-03,422879e10f46682990de24d770e7f83d,2,119.8,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-03,53b36df67ebb7c41585e8d54d6772e08,1,134.9,Designer Watch,watches_gifts,2017,10,1,0,0
2017-10-03,7c1bd920dbdf22470b68bde975dd3ccf,2,117.98,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-03,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,1,0,0
2017-10-03,e0d64dcfaa3b6db5c54ca298ae101d05,1,209.99,Designer Watch,watches_gifts,2017,10,1,0,0
2017-10-04,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,2,0,0
2017-10-04,368c6c730842d78016ad823897a372db,4,239.6,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-04,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-04,53759a2ecddad2bb87a079a1f1519f73,2,119.8,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-04,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,2,0,0
2017-10-05,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-05,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-05,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,10,3,0,0
2017-10-05,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-05,422879e10f46682990de24d770e7f83d,6,359.4,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-05,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-05,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-06,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,4,0,0
2017-10-06,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-06,422879e10f46682990de24d770e7f83d,4,239.6,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-06,42a2c92a0979a949ca4ea89ec5c7b934,2,119.8,Kitchen Essentials Set,housewares,2017,10,4,0,0
2017-10-06,53759a2ecddad2bb87a079a1f1519f73,3,179.7,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-07,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,5,1,0
2017-10-07,422879e10f46682990de24d770e7f83d,4,239.6,Garden Tool Set,garden_tools,2017,10,5,1,0
2017-10-07,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,5,1,0
2017-10-07,aca2eb7d00ea1a7b8ebd4e68314663af,1,75.0,Modern Furniture Piece,furniture_decor,2017,10,5,1,0
2017-10-07,b532349fe46b38fbc7bb3914c1bdae07,1,38.4,Modern Furniture Piece,furniture_decor,2017,10,5,1,0
2017-10-08,2b4609f8948be18874494203496bc318,2,179.98,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-08,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-08,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-08,42a2c92a0979a949ca4ea89ec5c7b934,2,119.8,Kitchen Essentials Set,housewares,2017,10,6,1,0
2017-10-08,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-09,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-09,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-09,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,10,0,0,0
2017-10-09,368c6c730842d78016ad823897a372db,3,179.7,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-09,389d119b48cf3043d311335e499d9c6b,3,179.7,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-09,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,10,0,0,0
2017-10-09,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-09,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-09,d1c427060a0f73f6b889a5c7c61f2ac4,2,299.98,Computer Accessory Bundle,computers_accessories,2017,10,0,0,0
2017-10-10,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-10,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,10,1,0,0
2017-10-10,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-10,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-10,bb50f2e236e5eea0100680137654686c,1,325.0,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-10,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,1,0,0
2017-10-11,154e7e31ebfa092203795c972e5804a6,2,47.98,Beauty Care Kit,health_beauty,2017,10,2,0,0
2017-10-11,2b4609f8948be18874494203496bc318,3,269.96999999999997,Beauty Care Kit,health_beauty,2017,10,2,0,0
2017-10-11,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-11,422879e10f46682990de24d770e7f83d,2,119.8,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-11,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-11,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,2,0,0
2017-10-11,aca2eb7d00ea1a7b8ebd4e68314663af,1,75.0,Modern Furniture Piece,furniture_decor,2017,10,2,0,0
2017-10-11,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,2,0,0
2017-10-12,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-12,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,10,3,0,0
2017-10-12,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-12,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-12,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,3,0,0
2017-10-13,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,4,0,0
2017-10-13,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-13,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-14,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,5,1,0
2017-10-14,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,10,5,1,0
2017-10-14,b532349fe46b38fbc7bb3914c1bdae07,3,115.19999999999999,Modern Furniture Piece,furniture_decor,2017,10,5,1,0
2017-10-15,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-15,368c6c730842d78016ad823897a372db,3,179.7,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-15,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,10,6,1,0
2017-10-15,bb50f2e236e5eea0100680137654686c,1,325.0,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-15,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,6,1,0
2017-10-16,154e7e31ebfa092203795c972e5804a6,3,71.97,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-16,2b4609f8948be18874494203496bc318,2,179.98,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-16,422879e10f46682990de24d770e7f83d,6,359.4,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-16,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,10,0,0,0
2017-10-16,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,0,0,0
2017-10-16,b532349fe46b38fbc7bb3914c1bdae07,4,153.6,Modern Furniture Piece,furniture_decor,2017,10,0,0,0
2017-10-16,e0d64dcfaa3b6db5c54ca298ae101d05,2,479.98,Designer Watch,watches_gifts,2017,10,0,0,0
2017-10-17,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-17,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-17,422879e10f46682990de24d770e7f83d,3,179.7,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-17,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,1,0,0
2017-10-17,e0d64dcfaa3b6db5c54ca298ae101d05,1,239.99,Designer Watch,watches_gifts,2017,10,1,0,0
2017-10-18,154e7e31ebfa092203795c972e5804a6,3,71.97,Beauty Care Kit,health_beauty,2017,10,2,0,0
2017-10-18,368c6c730842d78016ad823897a372db,1,59.9,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-18,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-18,b532349fe46b38fbc7bb3914c1bdae07,3,115.19999999999999,Modern Furniture Piece,furniture_decor,2017,10,2,0,0
2017-10-18,d1c427060a0f73f6b889a5c7c61f2ac4,1,189.99,Computer Accessory Bundle,computers_accessories,2017,10,2,0,0
2017-10-19,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-19,35afc973633aaeb6b877ff57b2793310,2,179.8,Home Confort Product,home_confort,2017,10,3,0,0
2017-10-19,368c6c730842d78016ad823897a372db,1,59.9,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-19,42a2c92a0979a949ca4ea89ec5c7b934,2,119.8,Kitchen Essentials Set,housewares,2017,10,3,0,0
2017-10-19,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-19,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-19,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,10,3,0,0
2017-10-19,d1c427060a0f73f6b889a5c7c61f2ac4,1,189.99,Computer Accessory Bundle,computers_accessories,2017,10,3,0,0
2017-10-20,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,4,0,0
2017-10-20,368c6c730842d78016ad823897a372db,1,59.9,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-20,53759a2ecddad2bb87a079a1f1519f73,2,119.8,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-20,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,4,0,0
2017-10-20,d1c427060a0f73f6b889a5c7c61f2ac4,2,299.98,Computer Accessory Bundle,computers_accessories,2017,10,4,0,0
2017-10-21,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,5,1,0
2017-10-21,368c6c730842d78016ad823897a372db,3,179.7,Garden Tool Set,garden_tools,2017,10,5,1,0
2017-10-21,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,10,5,1,0
2017-10-21,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,10,5,1,0
2017-10-21,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,5,1,0
2017-10-21,b532349fe46b38fbc7bb3914c1bdae07,1,38.4,Modern Furniture Piece,furniture_decor,2017,10,5,1,0
2017-10-22,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,10,6,1,0
2017-10-22,368c6c730842d78016ad823897a372db,4,239.6,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-22,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,6,1,0
2017-10-23,2b4609f8948be18874494203496bc318,2,179.98,Beauty Care Kit,health_beauty,2017,10,0,0,0
2017-10-23,389d119b48cf3043d311335e499d9c6b,1,59.9,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-23,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,0,0,0
2017-10-23,b532349fe46b38fbc7bb3914c1bdae07,3,115.19999999999999,Modern Furniture Piece,furniture_decor,2017,10,0,0,0
2017-10-23,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,0,0,0
2017-10-24,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-24,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-24,368c6c730842d78016ad823897a372db,1,59.9,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-24,422879e10f46682990de24d770e7f83d,2,119.8,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-24,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-24,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,1,0,0
2017-10-24,b532349fe46b38fbc7bb3914c1bdae07,2,76.8,Modern Furniture Piece,furniture_decor,2017,10,1,0,0
2017-10-24,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,1,0,0
2017-10-25,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-25,42a2c92a0979a949ca4ea89ec5c7b934,1,59.9,Kitchen Essentials Set,housewares,2017,10,2,0,0
2017-10-25,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,2,0,0
2017-10-25,7c1bd920dbdf22470b68bde975dd3ccf,2,117.98,Beauty Care Kit,health_beauty,2017,10,2,0,0
2017-10-26,2b4609f8948be18874494203496bc318,2,179.98,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-26,368c6c730842d78016ad823897a372db,1,59.9,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-26,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-26,42a2c92a0979a949ca4ea89ec5c7b934,1,58.9,Kitchen Essentials Set,housewares,2017,10,3,0,0
2017-10-26,53759a2ecddad2bb87a079a1f1519f73,2,119.8,Garden Tool Set,garden_tools,2017,10,3,0,0
2017-10-26,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,3,0,0
2017-10-26,b532349fe46b38fbc7bb3914c1bdae07,8,307.2,Modern Furniture Piece,furniture_decor,2017,10,3,0,0
2017-10-27,154e7e31ebfa092203795c972e5804a6,1,23.99,Beauty Care Kit,health_beauty,2017,10,4,0,0
2017-10-27,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,4,0,0
2017-10-27,42a2c92a0979a949ca4ea89ec5c7b934,2,117.8,Kitchen Essentials Set,housewares,2017,10,4,0,0
2017-10-27,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,4,0,0
2017-10-27,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,10,4,0,0
2017-10-28,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,5,1,0
2017-10-29,154e7e31ebfa092203795c972e5804a6,5,119.94999999999999,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-29,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-29,368c6c730842d78016ad823897a372db,5,299.5,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-29,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-29,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,10,6,1,0
2017-10-29,42a2c92a0979a949ca4ea89ec5c7b934,1,58.9,Kitchen Essentials Set,housewares,2017,10,6,1,0
2017-10-29,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,6,1,0
2017-10-30,389d119b48cf3043d311335e499d9c6b,3,179.7,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-30,422879e10f46682990de24d770e7f83d,2,119.8,Garden Tool Set,garden_tools,2017,10,0,0,0
2017-10-30,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,0,0,0
2017-10-31,154e7e31ebfa092203795c972e5804a6,2,47.98,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-31,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,10,1,0,0
2017-10-31,368c6c730842d78016ad823897a372db,4,239.6,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-31,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,10,1,0,0
2017-10-31,7c1bd920dbdf22470b68bde975dd3ccf,1,58.99,Beauty Care Kit,health_beauty,2017,10,1,0,0
2017-10-31,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,10,1,0,0
2017-10-31,aca2eb7d00ea1a7b8ebd4e68314663af,3,225.0,Modern Furniture Piece,furniture_decor,2017,10,1,0,0
2017-11-01,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,11,2,0,1
2017-11-01,368c6c730842d78016ad823897a372db,1,59.9,Garden Tool Set,garden_tools,2017,11,2,0,1
2017-11-01,422879e10f46682990de24d770e7f83d,1,59.9,Garden Tool Set,garden_tools,2017,11,2,0,1
2017-11-01,53759a2ecddad2bb87a079a1f1519f73,1,59.9,Garden Tool Set,garden_tools,2017,11,2,0,1
2017-11-01,99a4788cb24856965c36a24e339b6058,5,449.5,Premium Bedding Set,bed_bath_table,2017,11,2,0,1
2017-11-01,bb50f2e236e5eea0100680137654686c,1,325.0,Beauty Care Kit,health_beauty,2017,11,2,0,1
2017-11-01,d1c427060a0f73f6b889a5c7c61f2ac4,2,299.98,Computer Accessory Bundle,computers_accessories,2017,11,2,0,1
2017-11-02,2b4609f8948be18874494203496bc318,1,89.99,Beauty Care Kit,health_beauty,2017,11,3,0,1
2017-11-02,35afc973633aaeb6b877ff57b2793310,1,89.9,Home Confort Product,home_confort,2017,11,3,0,1
2017-11-02,422879e10f46682990de24d770e7f83d,4,239.6,Garden Tool Set,garden_tools,2017,11,3,0,1
2017-11-02,42a2c92a0979a949ca4ea89ec5c7b934,3,176.7,Kitchen Essentials Set,housewares,2017,11,3,0,1
2017-11-02,53759a2ecddad2bb87a079a1f1519f73,2,119.8,Garden Tool Set,garden_tools,2017,11,3,0,1
2017-11-02,99a4788cb24856965c36a24e339b6058,2,179.8,Premium Bedding Set,bed_bath_table,2017,11,3,0,1
2017-11-03,154e7e31ebfa092203795c972e5804a6,2,47.98,Beauty Care Kit,health_beauty,2017,11,4,0,1
2017-11-03,35afc973633aaeb6b877ff57b2793310,3,269.70000000000005,Home Confort Product,home_confort,2017,11,4,0,1
2017-11-03,368c6c730842d78016ad823897a372db,2,119.8,Garden Tool Set,garden_tools,2017,11,4,0,1
2017-11-03,42a2c92a0979a949ca4ea89ec5c7b934,1,58.9,Kitchen Essentials Set,housewares,2017,11,4,0,1
2017-11-03,99a4788cb24856965c36a24e339b6058,1,89.9,Premium Bedding Set,bed_bath_table,2017,11,4,0,1
2017-11-03,d1c427060a0f73f6b889a5c7c61f2ac4,1,149.99,Computer Accessory Bundle,computers_accessories,2017,11,4,0,1
2017-11-04,368c6c730842d78016ad823897a372db,2,119.8,Garden Tool Set,garden_tools,2017,11,5,1,1
2017-11-04,389d119b48cf3043d311335e499d9c6b,2,119.8,Garden Tool Set,garden_tools,2017,11,5,1,1
2017-11-04,422879e10f46682990de24d770e7f83d,2,119.8,Garden Tool Set,garden_tools,2017,11,5,1,1
